B1,B2,B3,B4
-0.002,-0.085,-0.046,-0.051
-0.1,0,-0.022,-0.063
-0.144,-0.139,0.085,-0.046
-0.107,-0.195,-0.137,0.007
0.051,0.032,0.002,0.093
0.027,0.022,-0.02,-0.017
0.044,0.012,0.039,-0.156
-0.054,0.166,-0.049,-0.12
0.012,0.125,-0.039,-0.02
0.054,-0.002,-0.068,0.068
0.012,0.1,-0.178,0.015
0.098,0.193,0.005,-0.149
0.054,0.098,-0.022,-0.107
-0.039,0.105,0.017,0.054
0.042,0.01,0.081,0.078
0.032,0.051,0.032,0.066
-0.063,0.112,-0.015,-0.002
-0.032,0.042,-0.051,-0.051
-0.068,-0.017,-0.156,-0.012
-0.112,0.002,0.115,0.054
-0.09,-0.12,-0.01,0.051
-0.024,-0.022,0.049,0
0.022,-0.037,0.273,0.059
0.005,-0.071,0.056,0.005
0.022,-0.117,-0.015,0.034
0.054,-0.024,0.061,0.01
0.09,-0.129,0.002,0.027
0.027,0.024,-0.063,0.044
0.127,0.22,-0.149,0.059
0.032,0.037,-0.2,0.046
-0.017,0.029,-0.103,-0.059
0.051,0.01,-0.134,-0.103
0.024,-0.071,0.017,-0.083
-0.02,-0.125,-0.166,-0.02
0.071,0.078,-0.166,0.02
0.078,0.21,0.129,-0.081
0.029,-0.137,-0.007,-0.1
-0.093,-0.183,-0.142,-0.034
-0.151,-0.127,-0.083,0.015
-0.105,0.037,0.083,0.083
-0.046,-0.1,0.122,0.054
-0.056,-0.149,0.012,-0.049
-0.151,-0.022,0.017,0.007
-0.205,-0.027,-0.007,0.059
-0.059,-0.132,-0.1,0.076
0.037,-0.132,0.034,0.066
-0.037,0.017,-0.156,0.071
-0.068,0.081,-0.12,-0.051
0.037,0.151,-0.061,-0.051
0.105,-0.005,0.037,-0.027
0.068,-0.002,0.063,0.01
0.032,0.09,0.005,0.076
0.056,0.125,-0.107,0.044
-0.046,0.205,-0.117,-0.002
-0.02,0.105,0.022,0.012
0.005,0.09,0.122,-0.01
-0.034,0.02,0.171,0.02
-0.059,-0.051,-0.054,0.083
-0.081,0.09,0.024,-0.012
0.012,0.032,0.125,-0.027
-0.015,-0.032,0.161,-0.024
-0.034,-0.071,0.015,-0.027
-0.088,-0.105,-0.085,-0.027
-0.017,-0.19,0.051,0.088
-0.005,-0.115,0.259,0.132
0.005,0.105,0.015,0.059
0.037,0.186,-0.015,-0.034
-0.022,-0.034,0.269,0.059
-0.068,-0.051,0.115,0.022
-0.02,0.068,-0.039,0
-0.012,0.046,-0.146,-0.022
-0.002,0.063,-0.127,-0.049
0.029,0.137,-0.01,-0.044
0.127,0.164,0.125,-0.054
0.024,-0.024,-0.088,0.059
-0.078,-0.164,-0.032,0.005
-0.017,-0.073,-0.002,-0.081
0.039,0.022,0.215,-0.112
0.017,0.005,0.142,-0.061
-0.063,-0.039,0.017,-0.039
-0.098,0.046,0.049,0.049
-0.11,-0.132,0.076,0.056
-0.044,-0.239,0.005,0.022
-0.049,-0.212,-0.076,-0.042
-0.029,0.117,0.134,-0.098
-0.037,0.269,0.073,-0.051
-0.005,-0.142,-0.015,-0.005
0.007,-0.103,0.007,0.01
-0.068,0.005,-0.034,-0.037
-0.105,0.127,-0.068,-0.115
-0.063,0.159,0.273,-0.146
0.051,0.059,-0.137,-0.178
0.249,0.239,0.042,-0.107
0.01,0.066,0.198,0.029
-0.154,0.125,-0.132,-0.056
-0.081,0.063,-0.107,-0.178
0.1,-0.051,0.134,-0.181
0.029,0.046,0.1,-0.056
-0.146,0.144,-0.007,0.007
-0.051,0.21,0.032,0.015
-0.034,-0.098,0.068,-0.02
-0.059,-0.11,0.044,-0.054
0.029,-0.134,-0.107,-0.076
-0.088,0.046,-0.132,0
-0.068,-0.027,0.144,0.081
-0.107,0.01,-0.002,0.022
-0.017,0.022,0.073,0.024
0.037,-0.144,0.107,-0.029
0.032,-0.127,-0.049,-0.02
0.012,0.066,-0.095,-0.017
0.063,0.2,-0.068,0.029
0.029,-0.039,-0.032,0.042
0.017,-0.034,0.071,0.066
0.002,0.22,0.005,-0.01
0.039,0.244,0.012,-0.022
0.103,0.007,0.039,-0.09
0.002,-0.095,-0.081,-0.039
-0.107,0.044,-0.083,0.032
-0.081,0.156,0.061,0.007
0.02,-0.044,0,-0.01
0.049,0.017,0.073,0.005
-0.022,0.01,0.088,0.007
-0.083,-0.098,-0.09,-0.051
-0.078,-0.115,0.083,0.007
-0.154,-0.085,0.01,0.046
-0.088,0.005,-0.056,0.015
-0.039,-0.083,0.034,0.056
0.024,-0.002,0.007,0.002
-0.049,0.027,-0.02,-0.027
-0.081,0.117,0.022,-0.088
0.032,0.049,0.024,-0.029
0.088,0.098,-0.01,0.01
0.059,0.107,0.088,-0.071
0.022,0.195,-0.142,-0.154
-0.022,0.186,0.037,-0.127
-0.027,-0.017,0.19,-0.107
-0.083,0.073,-0.085,-0.068
-0.049,0.142,-0.061,-0.029
0.015,0.132,0.142,-0.063
0.002,-0.044,-0.078,-0.063
0,-0.056,-0.125,-0.017
-0.071,-0.081,0.188,0.027
-0.12,-0.078,0.103,0.029
-0.076,-0.129,0.017,0.073
-0.049,-0.063,-0.049,-0.027
-0.066,-0.061,0.007,-0.044
-0.059,-0.049,0.039,-0.071
-0.034,0.107,0.122,0.005
0.037,0.01,-0.054,0.002
0.01,-0.005,-0.112,0.073
-0.012,-0.039,-0.029,0.044
0.056,0.068,0.022,0.007
0.056,0.134,-0.066,-0.015
0.078,0.007,-0.073,-0.024
0.039,-0.083,0.059,-0.005
-0.042,0.007,0.117,-0.015
-0.093,0.127,-0.012,-0.039
-0.027,0.054,0.017,-0.044
-0.005,0.037,-0.051,-0.027
-0.051,-0.042,0.044,-0.027
-0.024,0.034,0.127,0.056
-0.09,-0.029,0.098,0.061
-0.051,-0.12,-0.056,0.059
-0.015,0.012,0.081,0.034
-0.005,-0.132,0.083,-0.005
0.02,-0.042,-0.044,-0.071
-0.063,0.037,0.154,-0.081
-0.071,0.027,0.098,-0.076
-0.029,-0.168,-0.078,-0.002
0.103,0.142,0.007,0.002
0.137,0.183,0.161,-0.088
0.122,-0.005,0.017,-0.076
0.154,0.024,-0.012,0.015
0.122,0.073,0.183,0.078
0.024,0.066,0.242,0.005
-0.046,0.303,-0.103,-0.132
0.007,0.254,-0.066,-0.183
0.081,0.151,0.195,-0.088
-0.056,0.007,0.1,0.063
-0.054,-0.151,-0.01,0.112
-0.168,-0.085,0.051,0.09
-0.076,-0.029,0.273,-0.051
-0.022,0.088,0.063,-0.103
-0.049,0.042,0.024,-0.01
-0.212,-0.012,0.098,0.112
-0.132,-0.144,0.073,0.061
0.112,0.002,-0.022,-0.029
0.076,0.037,-0.061,-0.083
-0.032,-0.002,-0.093,-0.032
-0.085,0.078,0.037,0.095
0.015,0.105,-0.354,0.154
0.044,0.154,0.232,0.073
-0.09,-0.002,0.122,-0.039
-0.088,0.061,0.083,-0.017
-0.032,0.076,0.137,-0.085
-0.017,0.085,-0.076,-0.085
-0.054,-0.1,-0.22,0.046
-0.142,-0.027,0.015,0.098
-0.068,-0.083,0.071,0.022
0.115,-0.186,-0.225,-0.078
0.054,-0.042,-0.037,-0.066
-0.024,-0.146,-0.037,-0.005
-0.103,-0.105,0.015,0.095
-0.061,-0.176,-0.073,0.098
0.046,-0.027,0.042,0.039
0.095,0.012,0.125,-0.051
0.051,-0.002,-0.078,-0.11
0.042,0.068,-0.117,-0.044
0.024,-0.039,-0.061,0.015
0.024,-0.037,0,0.078
0.024,-0.081,-0.107,-0.076
0.039,0.1,-0.146,-0.107
-0.054,0.093,0.071,-0.156
-0.103,0.183,0.09,-0.088
0.032,0.005,-0.076,-0.068
-0.042,-0.034,-0.078,-0.012
-0.12,-0.032,0.063,-0.032
-0.051,0.125,-0.032,-0.054
0.068,0.063,-0.054,-0.083
0.088,0.066,-0.02,-0.078
-0.193,-0.039,0.159,0.012
-0.276,-0.105,0.002,0.022
-0.093,-0.049,-0.149,0.034
0.032,-0.176,0.144,0.073
0.012,0.071,0.017,0.049
-0.11,-0.015,-0.098,0.076
-0.142,-0.09,-0.054,0.017
-0.083,-0.032,-0.034,-0.01
0.032,-0.007,-0.044,-0.02
0.076,0.005,-0.022,0.007
-0.032,-0.012,0.061,-0.024
-0.166,0.115,0.051,-0.017
-0.107,0.112,-0.061,-0.024
0.144,0.127,-0.117,-0.027
0.315,0.054,0.071,-0.09
0.037,-0.137,0.156,-0.002
-0.181,-0.002,0.02,0.054
-0.122,0.049,-0.098,-0.002
0.164,0.103,-0.024,0.002
0.161,0.112,0.183,0.037
-0.061,-0.115,0.054,0.049
-0.164,-0.081,-0.054,-0.039
-0.205,-0.107,0.139,-0.051
0.024,-0.02,0.19,-0.027
0.107,-0.137,0.032,0.01
0.046,-0.042,-0.027,0.022
-0.007,0.032,0.066,-0.042
0.02,-0.044,0.076,-0.088
0.122,-0.112,0.032,-0.02
0.071,-0.046,0.112,-0.005
0.01,0.066,0.073,-0.022
0.063,-0.015,-0.073,-0.051
0.022,0.015,-0.103,-0.044
0.005,0.007,-0.037,0.01
-0.054,0.063,0.122,-0.032
-0.01,0.142,0.107,-0.034
0.017,0.12,0.056,-0.039
-0.024,0.142,0.083,0.017
0.039,0.1,0.071,-0.037
0.034,0.046,0.11,-0.049
0.005,-0.032,0.073,-0.029
-0.081,0.056,-0.044,-0.029
-0.171,0.081,0.078,0.037
-0.125,-0.071,0.2,0.007
-0.039,-0.127,0.078,0.061
0.012,-0.1,0.088,0.076
-0.002,0.049,-0.171,0.088
-0.032,0.085,0.027,-0.01
0.029,0.059,0.205,-0.042
0.071,0.103,-0.115,0
0.117,0.068,-0.193,0.051
0.103,0.005,-0.007,0.037
0.002,0.068,-0.063,-0.103
-0.032,0.042,-0.161,-0.146
-0.071,0.117,0,-0.076
0.066,0.142,0.01,0.054
0.044,-0.051,-0.076,0.061
-0.066,-0.024,-0.122,0.032
-0.024,-0.046,-0.002,-0.044
-0.037,-0.012,0.024,-0.042
0.066,-0.156,-0.076,-0.005
0.093,-0.12,-0.015,0.056
-0.088,-0.122,0.059,0.034
-0.103,-0.073,-0.156,-0.022
-0.061,-0.068,-0.149,0.002
0.007,-0.085,0.027,0.032
-0.005,-0.095,-0.093,0.044
-0.044,-0.173,-0.103,-0.017
0.066,0.049,-0.081,-0.01
0.063,-0.098,-0.032,-0.015
-0.022,-0.103,-0.061,0.034
-0.063,-0.112,-0.164,0.007
-0.093,-0.007,-0.107,-0.022
0.039,0.017,-0.078,-0.063
0.085,0.125,0.002,-0.054
0.073,0.088,-0.054,0.034
-0.02,0.032,-0.063,0.068
-0.115,-0.024,0.034,-0.005
-0.039,-0.017,-0.034,-0.039
0.034,0.063,-0.129,-0.015
0.056,-0.093,0.005,0.017
-0.046,-0.166,0.1,0.02
-0.017,-0.144,0.066,-0.01
-0.037,-0.056,-0.015,-0.005
-0.063,-0.005,0.073,0.032
0.005,0.059,0.117,0.02
0.046,-0.005,0.024,0.029
-0.007,-0.005,0.061,-0.049
-0.042,0.005,0.112,-0.073
0.005,-0.076,-0.076,0.017
0.049,0.073,-0.166,0.083
0.063,0.112,0.044,0.068
0.027,0.093,0.068,-0.007
-0.007,0.105,-0.068,-0.093
-0.015,0.059,-0.137,-0.012
0.017,-0.105,0.01,0.02
0.002,-0.02,0.029,0.005
-0.054,0.076,0.044,-0.012
-0.002,0.029,0.068,-0.005
0.051,-0.051,0.034,0.01
-0.032,-0.081,-0.029,0.002
-0.049,-0.059,-0.078,0.029
-0.029,-0.149,-0.02,-0.024
0.01,-0.081,0.149,0.044
-0.02,-0.042,-0.02,0.042
-0.027,-0.083,-0.173,-0.022
-0.068,-0.12,-0.063,-0.022
-0.049,-0.083,0.068,0.01
-0.068,-0.032,-0.022,0.107
-0.029,-0.012,-0.017,-0.012
0.02,-0.012,-0.037,0.02
0.027,-0.093,-0.122,-0.027
0.063,0.073,0.1,0.015
0.042,0.11,0.061,-0.024
0.049,0.12,0.046,0.012
-0.012,0.127,-0.098,-0.015
0.056,0.081,0.059,-0.027
-0.007,-0.051,0.037,-0.029
-0.02,0.093,0.02,-0.029
0.022,-0.176,0.051,-0.02
0.088,0.071,0.171,0.029
0.103,0.1,-0.063,0.046
0,0.105,-0.129,-0.046
-0.103,0.161,0.132,0.002
-0.068,-0.193,0.122,-0.005
0.024,-0.071,0.049,0.063
0.039,-0.137,-0.002,0.012
-0.039,0.034,-0.054,-0.037
-0.063,0.12,0.032,-0.022
0.007,-0.054,0.068,0.037
0.037,0.073,-0.066,0.122
0.085,0.105,-0.073,0.032
0.059,0.073,0.034,0.017
0.078,-0.107,-0.054,-0.085
0.11,0.129,-0.137,-0.073
0.083,0.156,0.059,-0.005
-0.002,0.217,-0.032,0.012
-0.049,0.1,-0.078,0.007
0.044,0.071,-0.132,-0.007
0.039,0.007,-0.024,-0.02
0.029,-0.01,0,-0.01
-0.005,-0.049,-0.132,0.015
-0.085,-0.068,-0.166,-0.022
-0.061,-0.081,-0.085,0.032
0.015,-0.156,0.059,0.022
0.002,-0.029,0.042,0.1
-0.11,-0.107,-0.081,0.076
-0.088,-0.078,-0.039,0.049
-0.029,-0.159,-0.012,0.059
-0.012,-0.132,0.042,0.037
-0.022,-0.11,0.054,0.061
-0.073,-0.054,-0.022,-0.037
-0.098,-0.144,-0.054,-0.076
0.012,-0.01,-0.061,-0.1
0.125,0.017,-0.085,0.056
0.115,0.032,-0.049,0.056
0.024,0.122,-0.046,0.061
0.012,-0.081,-0.049,-0.09
0.11,0.049,0.02,-0.122
0.088,-0.029,-0.059,-0.122
-0.027,0.051,-0.12,-0.073
0.005,-0.027,0.085,0.002
-0.034,-0.071,-0.034,0.071
-0.085,0.024,-0.032,-0.032
-0.037,-0.039,0.071,-0.105
-0.085,0.024,0.083,-0.059
-0.059,-0.105,0.071,0
-0.037,-0.01,-0.044,0.022
-0.02,-0.09,-0.071,0.005
-0.024,-0.071,0.044,-0.046
-0.054,0.078,0.049,-0.085
0.037,0.002,-0.02,-0.032
0.024,-0.088,-0.024,-0.02
-0.015,-0.178,-0.046,-0.037
0.061,-0.034,-0.039,-0.027
0.125,0.12,0.017,-0.042
-0.015,0.139,-0.037,-0.034
0.007,0.005,0.112,-0.078
0.02,0,-0.042,-0.039
0.02,0.156,-0.071,-0.029
-0.02,-0.007,-0.017,-0.037
-0.012,-0.193,-0.027,-0.01
-0.02,-0.017,-0.007,0.037
-0.044,-0.017,0.012,0.059
-0.051,-0.103,0.076,0.027
-0.002,-0.112,0.071,-0.002
0.007,-0.005,-0.037,0.027
-0.002,-0.017,0.044,0.093
-0.071,-0.237,0.022,0.083
-0.054,-0.107,-0.042,0.076
0.015,0.012,0.137,-0.02
-0.007,-0.017,0.042,0.071
-0.09,-0.02,-0.168,0.068
-0.095,0.156,-0.073,0.024
0.071,0.002,0.056,0.037
0.154,0.164,0.034,0.017
0.122,0.061,-0.017,-0.007
0.034,0.027,-0.137,-0.017
-0.029,0.085,-0.063,0.063
-0.02,-0.024,0.054,0.056
0.059,-0.017,0.005,-0.042
0.046,0.149,-0.073,-0.105
-0.044,0.02,0.051,0.01
-0.11,-0.112,0.054,0.027
-0.168,-0.061,-0.037,0.032
-0.117,-0.024,-0.015,-0.015
-0.002,-0.054,0.024,-0.073
0.051,-0.132,0.039,-0.015
-0.012,-0.012,-0.024,0.01
-0.093,0.029,-0.022,0.071
0.022,-0.024,0.115,0.042
0.005,-0.046,0.149,0.029
-0.017,-0.01,-0.071,-0.039
0.002,0.173,-0.132,-0.09
0.054,0.151,0.059,-0.063
0.029,0.139,0.002,-0.02
0.042,0.054,-0.176,0.005
0.056,0.081,-0.02,0.007
0.044,0.007,0.256,0.012
0.088,-0.005,-0.029,-0.034
0.046,0.171,-0.129,-0.017
0.002,0.054,-0.083,-0.054
-0.027,0.032,-0.093,0.012
-0.007,-0.171,-0.029,-0.005
-0.02,-0.117,-0.042,0.01
0.037,0.027,-0.039,-0.012
-0.029,0.005,0.105,0.032
0.046,-0.1,0.071,0.059
0.029,-0.024,-0.107,0.085
-0.005,-0.125,-0.039,0.095
-0.015,0.015,0.103,0.063
-0.027,0.034,0.049,0.002
0.063,-0.002,-0.168,-0.039
0.085,-0.027,-0.095,-0.032
-0.022,-0.034,-0.022,-0.024
-0.129,0.017,-0.078,0.007
-0.005,-0.068,-0.137,0.125
0.032,0.044,-0.112,0.029
0.005,0.09,0.022,-0.078
0.042,0.127,0,-0.112
0.059,0.007,-0.083,-0.029
0.024,-0.024,0.002,0.032
-0.085,0.105,0.054,0.024
-0.068,-0.02,0.032,-0.02
0.037,-0.049,-0.066,-0.112
-0.022,-0.166,-0.007,-0.093
-0.142,-0.085,0.146,0.024
-0.195,-0.073,0.129,0.093
-0.039,-0.034,0.11,0.044
-0.002,-0.151,0.015,-0.024
-0.078,-0.063,0.034,-0.046
-0.032,-0.012,0.154,-0.063
-0.039,-0.017,-0.017,-0.022
0.007,0.107,0.034,0.01
0.015,-0.002,0.076,-0.039
0.044,0.098,0.078,-0.085
-0.027,0.088,0.042,-0.071
-0.059,0.034,-0.059,0.002
0.1,0.217,-0.049,-0.012
0.115,0.149,0.11,-0.027
-0.012,0.046,0.061,-0.051
-0.042,-0.071,0.029,-0.076
0.037,-0.11,0.015,-0.022
-0.002,-0.083,0.081,0.051
-0.088,-0.122,0.044,0.042
-0.125,-0.051,-0.1,-0.076
-0.046,0.005,0.024,-0.083
-0.059,-0.156,0.061,0.054
-0.078,-0.173,0.056,0.11
-0.085,-0.171,0.19,0.071
0.029,0.076,0.078,-0.005
0.056,-0.002,0.134,-0.044
0.034,-0.054,0.024,0.066
0.105,-0.039,-0.076,0.027
0.134,0.017,0.032,-0.002
0.039,0.142,-0.007,-0.029
-0.063,0.032,-0.125,-0.039
0.024,0.095,-0.027,0
0.073,-0.024,0.146,0.029
0.034,0.046,0.056,0.024
-0.032,0.039,-0.09,-0.059
0.002,0.059,-0.083,-0.076
0.051,0.044,0.088,0.02
0.015,-0.017,0.122,0.054
0.02,0.076,-0.051,0.005
-0.071,0.032,0.012,-0.02
-0.071,-0.083,0.066,-0.007
0.012,-0.225,-0.137,0.012
0.01,-0.034,0.005,0.046
-0.059,0.076,-0.073,0.051
-0.103,0.02,-0.063,0.022
-0.037,-0.208,0.142,0.046
0.034,-0.037,0.032,0.029
0.093,0.264,-0.305,0.049
0.122,0.193,0.073,-0.083
0.122,-0.093,0.105,-0.046
0.168,0.151,-0.132,-0.12
0.178,0.339,0.044,-0.017
0.02,0.063,-0.098,0.059
-0.071,0.161,-0.078,-0.034
-0.005,-0.044,0.134,-0.115
0.085,0.22,0.144,-0.083
0.042,-0.168,-0.083,-0.024
0.01,-0.107,-0.117,0.12
-0.01,0.176,0.205,0.129
0.029,-0.071,0.122,0.054
-0.046,-0.127,-0.12,0
-0.1,-0.107,-0.063,-0.002
-0.127,-0.071,0.31,0.051
-0.044,-0.212,0.171,0.132
0.066,-0.12,-0.137,0.098
-0.015,-0.01,-0.095,0.039
-0.117,0.032,-0.012,-0.051
-0.049,-0.017,-0.095,-0.02
0.129,-0.02,-0.095,0.027
0.12,-0.063,-0.076,0.059
0.044,-0.088,-0.085,-0.061
0.012,0.173,-0.1,0
0.088,0.144,-0.049,-0.022
0.059,0.098,-0.073,0.034
-0.059,-0.051,0.063,0.02
-0.134,0.088,0.024,-0.01
-0.02,-0.002,-0.042,-0.032
-0.007,-0.105,-0.1,0.005
-0.085,-0.11,-0.037,0.056
-0.054,0.012,0.085,0.037
-0.012,-0.076,0.054,-0.012
-0.012,-0.256,-0.024,-0.088
0.002,-0.071,-0.051,-0.037
-0.076,-0.208,0.002,0.029
-0.181,-0.125,-0.059,0.103
-0.076,-0.168,0.063,0.02
0.046,0.066,-0.051,0.015
0.034,-0.066,-0.11,-0.02
-0.02,-0.056,-0.039,-0.029
0,-0.022,-0.027,0
0.095,0.12,-0.017,-0.022
0.061,0.098,-0.139,-0.005
0.093,-0.063,-0.144,-0.015
0.071,0.015,-0.09,-0.063
0.02,0.034,0.107,-0.024
0.049,0.164,-0.137,-0.039
-0.042,-0.144,-0.032,-0.061
-0.122,0.015,-0.063,-0.049
0.134,0,-0.034,-0.039
0.103,0.066,-0.042,-0.012
-0.056,-0.071,0.117,0.034
-0.103,-0.027,0.139,-0.056
-0.093,-0.088,0.01,0.066
-0.042,-0.139,0.088,0.024
-0.039,-0.19,-0.027,-0.027
0.007,-0.144,-0.071,-0.017
-0.066,0.005,0.127,0.022
-0.049,-0.178,-0.115,0.029
0.027,-0.054,-0.193,0.046
0.063,0.032,0.088,0.046
0.034,0.044,0.137,0.066
0.027,0.085,-0.098,0.029
0.012,0.01,-0.051,-0.066
-0.022,0.171,0.044,-0.076
0.046,0.056,-0.042,-0.017
0.115,0.093,-0.166,0.093
0,0.044,-0.149,0.022
-0.061,0.129,0.09,-0.044
0.029,0.107,-0.015,-0.037
0.071,0.195,-0.112,0.032
-0.002,-0.066,-0.002,0.078
-0.1,-0.081,0.059,-0.002
-0.122,-0.098,0.098,0.02
-0.051,-0.017,0.078,-0.015
-0.012,-0.056,0.117,0.034
-0.029,-0.044,0.183,0.034
-0.068,-0.093,0.098,0.051
-0.049,-0.149,0.037,0.005
0.071,-0.015,-0.063,0.056
0.093,-0.017,0.112,-0.024
0.076,-0.034,0.095,-0.063
0.093,-0.012,-0.12,-0.024
0.085,0.129,-0.037,0.044
0.112,0.161,0.059,-0.012
0.085,0.095,-0.117,-0.122
0.017,0.037,-0.173,-0.107
0.039,0.046,-0.068,-0.139
0.002,0.105,-0.012,-0.002
-0.017,-0.059,-0.005,0.051
-0.007,0.032,-0.061,0.059
-0.032,-0.032,-0.042,-0.007
-0.02,0.002,0.088,-0.032
-0.022,-0.083,0.032,0.002
0.066,-0.032,0.039,0.042
0.049,-0.09,0.027,0.049
-0.054,-0.09,0.029,0.049
-0.044,-0.005,-0.02,0.103
0.039,-0.017,-0.017,0.012
0.017,0.042,-0.046,0.007
-0.002,-0.024,0.073,0.007
-0.049,0.093,0.156,0.056
0.017,0.068,-0.005,0.049
0.088,0.078,-0.034,0.076
0.029,-0.024,-0.015,-0.029
0.042,0.112,0.024,-0.095
0.081,0.088,-0.022,-0.081
0.071,0.005,-0.054,0
0.051,0.156,-0.061,0.066
0.054,0.137,-0.071,0
-0.02,0,-0.034,0.002
-0.02,-0.085,-0.002,-0.044
-0.005,0.066,0.027,0.005
-0.027,0.007,-0.071,0.02
-0.044,-0.037,0.029,0.063
-0.015,-0.046,0.042,0.022
0.071,-0.012,0.046,-0.034
0.166,-0.007,-0.024,-0.01
-0.063,0.034,-0.017,0.002
0.034,-0.056,-0.11,-0.005
0.044,-0.19,0.071,-0.107
-0.015,0.005,0.12,-0.105
-0.049,0.024,0.205,-0.071
-0.024,0.159,-0.09,0.037
0.032,-0.042,-0.149,-0.024
0.117,-0.022,0.044,0.022
0.059,-0.046,0.173,-0.022
0.081,0.027,0.037,-0.098
0.093,-0.081,-0.017,-0.09
-0.095,-0.032,0.181,-0.073
-0.107,-0.056,0.015,-0.022
-0.068,-0.105,-0.039,-0.012
-0.059,0.088,-0.259,-0.029
-0.032,-0.078,0.254,-0.032
0,-0.007,-0.178,-0.01
0.042,-0.107,-0.271,0
0.015,0.005,0.027,0.01
-0.032,-0.112,0.073,-0.02
0.012,-0.076,-0.005,-0.054
0.01,-0.063,-0.076,-0.039
-0.073,0.09,0.054,0.002
-0.039,0.103,-0.144,0.046
0.005,0.024,0.173,-0.027
0.02,-0.015,0.046,0.071
-0.029,-0.046,-0.127,0.024
-0.034,-0.032,0,-0.042
0.015,-0.012,0.007,-0.007
0.039,0.061,-0.012,0.007
0.046,0.039,-0.02,0.039
-0.09,0.02,-0.015,0.059
-0.146,0.012,0.032,0.034
-0.134,-0.029,-0.081,0.027
-0.068,-0.125,-0.166,0.056
0,0.012,0.103,0.032
0.022,-0.078,0.007,0.046
-0.054,-0.115,-0.098,0.076
-0.139,-0.044,-0.09,0.054
-0.061,-0.09,-0.088,0.044
0.042,-0.078,0.034,0.022
0.11,-0.034,0.005,-0.017
0.081,-0.02,-0.176,0.029
-0.002,0.017,-0.049,0.027
0.01,-0.059,-0.024,-0.049
0.054,-0.02,-0.051,-0.054
-0.007,0.115,-0.083,-0.078
0.029,0.225,-0.073,-0.129
0.022,0.088,-0.166,-0.051
-0.117,-0.105,-0.12,0.022
-0.164,0.083,0.01,-0.002
-0.029,0.132,-0.015,0.02
0.027,-0.11,-0.051,-0.024
-0.024,-0.264,-0.115,-0.037
-0.059,-0.312,-0.005,-0.081
-0.083,-0.144,0.066,-0.083
-0.056,-0.076,0.2,-0.002
0.007,-0.098,-0.039,-0.02
0.022,-0.017,-0.085,0.017
-0.039,-0.137,0.076,0.005
-0.083,0.032,0.027,-0.005
0.034,0.149,-0.056,0
0.083,0.112,0.042,0.039
-0.005,0.137,0.024,0.032
-0.063,0.122,-0.105,-0.081
0.083,0.115,-0.071,-0.063
0.051,0.083,-0.029,-0.137
-0.022,0.103,0.1,-0.056
-0.012,0.264,-0.022,-0.051
-0.012,0.068,-0.039,-0.034
-0.012,0.01,0.061,-0.105
-0.02,0.107,0.095,-0.081
0.129,0.117,-0.022,-0.027
0.105,-0.134,-0.007,0.02
0.093,-0.3,0.039,0.127
-0.002,0.02,0.271,0.037
0.073,0.134,0.095,-0.029
0.027,-0.078,-0.166,-0.002
-0.01,-0.19,-0.056,0.012
0.007,-0.127,-0.01,0.02
-0.032,-0.078,0.059,0
-0.132,0.037,-0.071,-0.037
0.1,-0.081,0,0.007
0.081,-0.063,-0.198,0.034
0.012,0.071,-0.125,0.002
0.061,0.083,-0.044,0.049
0.103,0.12,-0.095,-0.015
0.056,0.032,-0.034,0.017
0.129,-0.183,-0.117,-0.049
0.098,-0.146,0.054,-0.024
0.044,-0.005,0.071,-0.076
0.125,0.217,-0.029,-0.085
0.327,-0.093,-0.017,0.029
0.056,-0.176,-0.024,0.12
-0.254,-0.076,-0.054,-0.012
-0.195,-0.032,-0.098,-0.054
0.142,-0.129,0.039,0.046
0.168,-0.068,0.059,0.137
-0.027,-0.085,-0.02,0.088
-0.159,-0.01,-0.032,0.051
-0.168,-0.198,-0.02,-0.005
0.012,-0.178,-0.068,-0.056
0.186,-0.051,0.027,-0.024
0.195,-0.015,0.085,0.046
0.046,0.049,-0.005,-0.027
-0.039,0.051,-0.015,-0.093
-0.012,0.273,-0.022,-0.093
0,-0.042,0.044,0.012
0.095,-0.088,-0.015,0.02
0.078,0.039,-0.083,-0.056
0.046,0.071,0.225,-0.076
-0.129,-0.046,0.032,-0.046
-0.059,-0.034,-0.164,-0.051
0.129,0.188,0.029,0
0.134,0.059,0.139,-0.051
-0.012,-0.034,-0.032,-0.029
-0.098,0.068,-0.105,-0.022
-0.042,0.085,0.024,0.056
0.042,-0.002,0.127,0.071
0.073,-0.129,0.12,0.044
0.056,0.073,-0.071,0.005
-0.034,0,0.024,0.02
-0.027,-0.181,-0.02,0.034
0.017,-0.095,0.063,0.076
0.076,0.042,-0.005,0.034
0.146,-0.061,-0.054,0.029
0.137,0.007,-0.012,0.078
0.024,-0.066,0.032,0.049
-0.039,-0.024,0.002,0.015
0.007,-0.095,-0.034,0.017
0.046,0.015,-0.046,-0.007
0.103,-0.085,-0.146,0.032
0.088,-0.181,-0.029,0.134
-0.012,-0.166,-0.115,0.139
-0.093,-0.083,0.02,0.046
-0.049,0.142,-0.054,-0.02
0.129,-0.115,-0.037,0.002
0.146,-0.032,-0.046,0.125
0.029,-0.127,0.029,0.129
-0.112,-0.125,-0.117,-0.01
-0.056,-0.149,-0.063,-0.049
0.149,-0.159,0.022,-0.066
0.11,-0.122,0.02,0.029
-0.032,0.024,-0.071,0.088
